RecordID,LotRoadFrontageSF,LotAreaSF,OverallQuality,OverallCondition,Age,BasementFinishedSF,BasementUnfinishedSF,TotalBasementSF,CentralAir,FirstFloorSF,SecondFloorSF,LowQualityFinishedSF,TotalLivingAreaSF,FullBath,HalfBath,BedroomAbvGround,KitchenAbvGround,TotalRoomsAbvGround,Fireplaces,GarageType,GarageCars,GarageSF,WoodDeckSF,TotalPorchSF,SalePrice
2292,0,11333,6,5,34,539,490,1029,Y,1062,0,0,1062,1,0,3,1,5,2,Attached,2,539,120,0,146800
2293,72,9129,5,5,33,923,0,923,Y,1008,0,0,1008,1,0,1,1,4,1,Attached,2,678,201,66,153500
2294,0,15957,6,6,33,1148,96,1244,Y,1356,0,0,1356,2,0,3,1,6,1,Attached,2,528,1424,0,188000
2295,61,33983,5,6,33,1112,48,1160,Y,1676,0,0,1676,1,1,3,1,6,2,Attached,2,672,690,90,196000
2296,68,8286,5,7,33,531,185,716,Y,716,716,0,1432,1,1,3,1,6,1,Attached,2,531,0,376,157000
2297,50,6723,5,7,39,796,0,796,Y,796,0,0,796,1,0,2,1,5,0,None,0,0,129,0,138000
2298,54,7244,5,7,40,619,149,768,Y,768,0,0,768,1,0,2,1,5,0,Detached,2,624,104,0,129500
2299,124,27697,4,3,49,811,585,1396,N,1608,0,0,1608,1,0,3,1,6,0,Attached,1,444,152,38,80000
2300,69,7599,4,6,28,565,280,845,Y,845,0,0,845,1,0,2,1,4,0,Detached,2,360,0,0,129500
2301,0,11000,5,6,34,1090,0,1090,Y,1178,0,0,1178,1,1,3,1,6,0,Attached,2,502,0,132,135000
2302,76,8314,5,7,28,546,270,816,Y,816,0,0,816,1,0,2,1,5,0,Attached,1,264,168,0,124500
2303,65,11625,5,7,27,596,220,816,Y,816,0,0,816,1,0,2,1,4,0,Attached,1,264,330,0,139000
2304,63,10712,5,5,19,212,762,974,Y,974,0,0,974,1,0,3,1,5,0,None,0,0,0,28,93500
2305,62,10447,5,6,26,516,348,864,Y,887,0,0,887,1,0,3,1,5,0,Attached,1,288,140,0,124500
2306,0,11027,6,5,56,1007,171,1178,Y,1293,0,0,1293,2,0,2,1,5,0,Attached,2,452,280,0,149900
2307,85,10533,6,6,54,773,235,1008,Y,1024,0,0,1024,1,0,2,1,5,2,Attached,1,313,0,280,157500
2308,0,11765,5,5,53,1127,490,1617,Y,1797,0,0,1797,1,1,3,1,7,1,Attached,3,963,0,0,169000
2309,0,39384,6,6,53,1110,595,1705,Y,1390,0,0,1390,1,1,1,1,4,2,Attached,2,550,0,189,252000
2310,90,11727,7,6,41,0,1851,1851,Y,1851,0,0,1851,2,0,3,1,8,1,Attached,2,506,0,146,192100
2311,60,8238,6,5,13,700,113,813,Y,813,712,0,1525,2,1,3,1,6,1,Attached,2,400,421,72,183500
2312,0,13006,7,5,13,0,964,964,Y,993,1243,0,2236,2,1,4,1,8,1,Attached,2,642,0,0,222000
2313,0,13041,6,5,15,0,781,781,Y,781,890,0,1671,2,1,3,1,7,1,Attached,2,423,0,84,170000
2314,0,13031,6,5,15,592,99,691,Y,691,807,0,1498,2,1,3,1,6,1,Attached,2,409,315,44,187500
2315,54,9783,6,5,14,0,821,821,Y,821,955,0,1776,2,1,3,1,7,1,Attached,2,443,286,116,202000
2316,70,11207,6,5,13,714,88,802,Y,802,709,0,1511,2,1,3,1,8,1,Attached,2,413,95,75,185000
2317,134,19378,7,5,5,57,1335,1392,Y,1392,1070,0,2462,2,1,4,1,9,1,Attached,2,576,239,132,320000
2318,50,14859,7,5,4,0,1670,1670,Y,1670,0,0,1670,2,0,3,1,7,1,Attached,3,690,144,60,240000
2319,50,13128,8,5,5,0,1074,1074,Y,1074,990,0,2064,2,1,4,1,7,1,Attached,2,527,0,119,250000
2320,72,10463,8,5,5,0,893,893,Y,901,900,0,1801,2,1,3,1,8,1,Attached,3,800,0,116,239900
2321,42,13751,7,5,5,60,1640,1700,Y,1700,512,0,2212,2,1,3,1,9,1,Attached,3,773,237,153,309000
2322,168,23257,7,5,4,0,868,868,Y,887,1134,0,2021,2,1,3,1,9,1,Attached,2,422,0,100,274725
2323,68,13108,8,5,16,0,2062,2062,Y,2079,608,0,2687,2,1,4,1,9,0,Attached,2,618,168,12,270000
2324,0,8076,6,6,17,705,455,1160,Y,1169,0,0,1169,2,0,3,1,6,1,Attached,2,402,0,170,183500
2325,0,7685,6,5,17,518,179,697,Y,697,804,0,1501,2,1,3,1,6,1,Attached,2,420,190,63,165600
2326,63,9084,7,5,12,0,935,935,Y,955,677,0,1632,2,1,3,1,8,1,Attached,2,462,0,28,176500
2327,30,3701,8,5,23,0,1191,1191,Y,1204,0,0,1204,2,0,2,1,5,0,Attached,2,461,120,70,130000
2328,44,5306,7,7,23,710,354,1064,Y,1064,703,0,1767,2,0,2,1,5,1,Attached,2,504,441,35,239000
2329,0,6563,8,5,25,1148,594,1742,Y,1742,0,0,1742,2,0,2,1,5,1,Attached,2,564,114,262,275000
2330,59,16023,9,5,5,1218,180,1398,Y,1414,1384,0,2798,3,1,3,1,11,1,Attached,3,670,182,37,457347
2331,60,18062,10,5,4,0,1528,1528,Y,1528,1862,0,3390,3,1,5,1,10,1,Attached,3,758,204,34,545224
2332,63,12292,9,5,4,205,889,1094,Y,1102,1371,0,2473,2,1,4,1,11,1,Attached,3,675,246,39,356383
2333,85,16056,9,5,5,240,1752,1992,Y,1992,876,0,2868,3,1,4,1,11,1,Attached,3,716,214,108,556581
2334,82,12438,8,5,4,0,1234,1234,Y,1264,1312,0,2576,2,1,4,1,10,1,Attached,3,666,324,100,361919
2335,82,16052,10,5,4,1206,644,1850,Y,1850,848,0,2698,2,1,4,1,11,1,Attached,3,736,250,0,535000
2336,92,15922,9,5,5,0,1390,1390,Y,1390,1405,0,2795,3,1,4,1,10,1,Attached,3,660,272,102,401179
2337,66,13682,10,5,4,0,1410,1410,Y,1426,1519,0,2945,3,1,3,1,10,1,Attached,3,641,192,37,438780
2338,0,14762,5,6,62,0,0,0,Y,1547,720,53,2320,2,0,2,1,7,1,Attached,2,672,120,144,169000
2339,100,34650,5,5,55,1056,0,1056,N,1056,0,0,1056,1,0,3,1,5,0,Attached,2,572,264,0,145000
2340,60,8147,9,5,5,1191,523,1714,Y,1714,0,0,1714,2,0,2,1,7,1,Attached,2,517,156,55,318000
2341,69,11302,8,5,5,1422,392,1814,Y,1826,0,0,1826,2,0,3,1,7,1,Attached,3,758,180,195,319000
2342,90,18261,9,5,5,1416,494,1910,Y,2000,0,0,2000,2,1,3,1,8,2,Attached,3,722,351,225,470000
2343,91,14145,7,7,26,213,995,1208,Y,1621,0,0,1621,2,0,3,1,8,0,Attached,2,440,108,45,202500
2344,0,13837,7,5,22,1204,0,1204,Y,1377,806,0,2183,2,1,4,1,9,0,Attached,3,786,0,0,229000
2345,0,16659,7,7,33,795,0,795,Y,1468,795,0,2263,2,1,3,1,9,1,Attached,2,539,0,250,235000
2346,0,18800,6,5,34,712,84,796,Y,790,784,0,1574,2,1,3,1,6,1,Attached,2,566,306,111,190000
2347,0,10464,6,6,30,850,138,988,Y,1102,0,0,1102,1,0,2,1,5,1,Attached,2,582,140,22,169000
2348,80,10400,7,5,22,929,916,1845,Y,1872,0,0,1872,2,0,3,1,6,1,Attached,2,604,197,39,241500
2349,81,10530,7,5,32,0,945,945,Y,945,912,0,1857,2,1,4,1,8,1,Attached,2,482,400,105,188900
2350,79,10240,6,6,30,1686,0,1686,Y,1686,0,0,1686,2,0,3,1,7,1,Attached,2,612,384,131,207500
2351,80,16692,7,5,32,1259,133,1392,Y,1392,1392,0,2784,3,1,5,1,12,2,Attached,2,564,0,552,250000
2352,85,11475,6,6,35,550,163,713,Y,811,741,0,1552,2,1,3,1,6,1,Attached,2,434,209,208,179900
2353,0,9927,7,5,34,1005,42,1047,Y,1083,0,0,1083,1,0,2,1,5,1,Attached,2,596,444,40,172000
2354,75,9512,7,5,5,788,172,960,Y,960,1358,0,2318,2,1,3,1,8,1,Attached,2,541,0,246,294323
2355,81,10530,6,6,35,548,127,675,Y,1109,766,0,1875,3,0,3,1,8,1,Attached,2,485,48,28,184500
2356,78,10140,5,6,35,788,268,1056,Y,1074,0,0,1074,1,1,3,1,6,0,Attached,2,495,0,88,153500
2357,78,10140,7,5,34,194,638,832,Y,832,832,0,1664,2,1,4,1,8,1,Attached,2,528,0,287,162900
2358,78,10140,6,6,36,1040,0,1040,Y,1309,0,0,1309,1,1,3,1,5,1,Attached,2,484,265,0,181000
2359,80,10000,6,6,36,755,348,1103,Y,1103,0,0,1103,2,0,3,1,6,0,Attached,2,462,295,84,155000
2360,0,15870,5,5,41,866,230,1096,Y,1096,0,0,1096,1,0,3,1,6,0,Attached,1,299,240,32,138800
2361,71,9353,4,5,40,0,864,864,Y,864,0,0,864,1,0,3,1,5,0,Attached,1,280,0,0,116050
2362,0,8125,4,4,39,614,244,858,Y,858,0,0,858,1,0,3,1,5,0,None,0,0,0,0,88000
2363,60,7200,4,4,39,640,224,864,Y,874,0,0,874,1,0,3,1,5,0,Detached,2,576,63,0,97500
2364,26,8773,6,5,8,951,536,1487,Y,1419,0,0,1419,2,0,2,1,4,0,Attached,2,543,196,68,190000
2365,24,2760,6,5,37,0,525,525,Y,525,567,0,1092,1,1,3,1,6,0,Detached,2,440,0,0,105500
2366,24,2160,5,6,37,402,363,765,Y,765,600,0,1365,1,1,3,1,7,1,Attached,2,440,0,36,125500
2367,21,1953,6,5,37,309,174,483,Y,483,504,0,987,1,1,2,1,5,0,Detached,1,264,72,0,83000
2368,21,1890,6,7,38,282,212,494,Y,494,536,0,1030,1,1,3,1,6,0,Detached,1,264,0,0,116000
2369,21,1680,6,5,39,0,672,672,Y,672,546,0,1218,1,1,3,1,7,0,None,0,0,201,0,91500
2370,21,1680,6,7,38,317,355,672,Y,672,546,0,1218,1,1,3,1,7,0,Detached,1,264,0,28,118000
2371,21,1680,6,5,38,276,207,483,Y,483,465,0,948,1,1,2,1,5,0,Detached,1,264,0,0,89000
2372,21,1680,6,5,38,382,143,525,Y,525,567,0,1092,1,1,3,1,6,0,Detached,1,264,352,0,108000
2373,21,1680,6,5,38,0,483,483,Y,483,504,0,987,1,1,2,1,5,1,Attached,1,288,0,0,94500
2374,53,4043,6,5,35,883,186,1069,Y,1069,0,0,1069,2,0,2,1,4,1,Attached,2,440,0,280,146300
2375,65,7514,5,7,43,481,462,943,Y,1387,0,0,1387,1,0,3,1,6,1,Attached,1,300,0,240,145000
2376,68,7838,5,5,43,769,95,864,Y,900,0,0,900,1,0,3,1,6,1,Attached,1,288,175,144,123000
2377,24,2280,7,7,34,612,443,1055,Y,1055,0,0,1055,2,0,2,1,4,0,Attached,1,319,0,29,137500
2378,24,2179,6,5,34,70,785,855,Y,855,601,0,1456,2,1,3,1,6,1,Attached,2,460,0,28,144000
2379,129,16737,9,5,6,1447,533,1980,Y,1980,0,0,1980,2,0,3,1,8,1,Attached,3,770,194,45,315000
2380,72,16387,9,5,4,1369,369,1738,Y,1738,851,0,2589,2,1,4,1,11,1,Attached,3,831,0,0,412083
2381,111,16259,9,5,4,0,1249,1249,Y,1249,1347,0,2596,3,1,4,1,9,0,Attached,3,840,240,154,342643
2382,110,16163,8,5,6,0,1618,1618,Y,1618,0,0,1618,2,0,2,1,6,1,Attached,3,880,0,0,252000
2383,107,13891,10,5,4,1386,690,2076,Y,2076,0,0,2076,2,1,2,1,7,1,Attached,3,850,216,229,465000
2384,108,12228,7,5,4,0,1721,1721,Y,1740,0,0,1740,2,0,4,1,8,0,Attached,3,874,0,43,293000
2385,120,14780,9,5,5,1505,363,1868,Y,1868,0,0,1868,2,0,2,1,7,1,Attached,3,1085,354,212,415000
2386,98,16033,9,5,6,1261,572,1833,Y,1850,0,0,1850,2,0,3,1,8,1,Attached,3,772,519,112,326000
2387,101,14215,8,5,5,0,1158,1158,Y,1158,1218,0,2376,3,1,4,1,9,1,Attached,3,853,240,154,325300
2388,108,13418,8,5,6,0,1117,1117,Y,1132,1320,0,2452,3,1,4,1,9,1,Attached,3,691,113,32,309000
2389,120,13975,9,5,5,0,1090,1090,Y,1117,1089,0,2206,2,1,4,1,10,1,Attached,3,670,148,95,300000
2390,80,10240,8,5,5,0,1030,1030,Y,1038,1060,0,2098,2,1,3,1,8,1,Attached,3,878,192,52,275500
2391,82,9942,9,5,5,1290,316,1606,Y,1625,466,0,2091,2,1,3,1,8,1,Attached,2,521,194,84,338500
2392,85,11924,9,5,5,998,177,1175,Y,1182,1142,0,2324,3,0,4,1,11,2,Attached,3,736,147,21,345000
2393,103,12867,8,5,5,0,1209,1209,Y,1209,1044,0,2253,2,1,3,1,8,1,Attached,2,575,243,142,344133
2394,82,10672,8,5,4,0,1054,1054,Y,1054,1335,0,2389,2,1,4,1,10,1,Attached,3,672,176,64,298236
2395,82,11643,8,5,5,880,644,1524,Y,1544,814,0,2358,2,1,4,1,10,1,Attached,3,784,120,34,329900
2396,90,12378,9,5,7,1274,622,1896,Y,1944,0,0,1944,2,0,3,1,8,3,Attached,3,708,208,175,360000
2397,86,11065,8,5,4,0,1085,1085,Y,1120,850,0,1970,2,1,3,1,8,1,Attached,3,753,177,74,281000
2398,121,13758,9,5,5,1232,560,1792,Y,1792,0,0,1792,2,0,2,1,6,1,Attached,3,925,204,49,372397
2399,131,14828,9,5,6,1383,397,1780,Y,1780,0,0,1780,2,0,2,1,7,1,Attached,3,816,144,68,378000
2400,72,11846,9,5,7,1567,225,1792,Y,1792,0,0,1792,2,0,2,1,6,1,Attached,3,874,206,49,374000
2401,56,20431,9,5,5,1410,438,1848,Y,1848,880,0,2728,2,1,4,1,10,2,Attached,3,706,0,0,437154
2402,74,10927,8,5,5,546,512,1058,Y,1058,846,0,1904,2,1,3,1,8,1,Attached,2,736,179,60,275000
2403,0,13215,8,5,6,994,426,1420,Y,1426,488,0,1914,2,1,3,1,9,1,Attached,3,746,168,127,279000
2404,43,7052,7,5,5,659,705,1364,Y,1364,0,0,1364,2,0,2,1,6,1,Attached,2,484,192,36,185850
2405,48,5911,9,5,5,472,1088,1560,Y,1565,0,0,1565,2,0,2,1,6,1,Attached,2,556,196,56,282500
2406,48,6955,7,5,5,0,1368,1368,Y,1368,0,0,1368,2,0,2,1,6,1,Attached,2,474,132,35,202500
2407,40,6792,7,5,5,0,1368,1368,Y,1368,0,0,1368,2,0,2,1,6,1,Attached,2,474,132,35,202665
2408,61,7740,9,5,4,1023,663,1686,Y,1686,0,0,1686,2,0,1,1,6,1,Attached,3,899,266,100,332200
2409,48,6373,9,5,4,415,1251,1666,Y,1666,0,0,1666,2,0,2,1,6,1,Attached,2,575,228,75,310090
2410,0,3136,7,5,7,0,1405,1405,Y,1405,0,0,1405,2,0,2,1,6,1,Attached,2,478,148,36,171750
2411,65,10237,6,5,5,28,1288,1316,Y,1316,0,0,1316,2,0,3,1,6,1,Attached,2,397,100,0,169990
2412,65,10237,6,5,5,0,728,728,Y,728,728,0,1456,2,1,3,1,8,1,Attached,2,390,0,24,170440
2413,65,10237,7,5,4,0,738,738,Y,738,754,0,1492,2,1,3,1,8,0,Attached,2,440,0,32,169985
2414,58,17104,7,5,4,554,100,654,Y,664,832,0,1496,2,1,3,1,7,1,Attached,2,426,100,24,179665
2415,58,14054,7,5,4,0,879,879,Y,879,984,0,1863,2,1,4,1,9,1,Attached,3,660,100,17,219210
2416,102,11660,6,5,4,0,1326,1326,Y,1326,0,0,1326,2,0,3,1,6,0,Attached,2,427,100,0,174190
2417,105,15578,6,5,4,0,728,728,Y,728,728,0,1456,2,1,3,1,8,0,Attached,2,429,0,0,172785
2418,96,11631,8,5,6,0,1052,1052,Y,1052,1321,0,2373,2,1,4,1,9,1,Attached,3,632,120,46,258000
2419,75,9073,7,5,4,0,738,738,Y,738,754,0,1492,2,1,3,1,8,0,Attached,2,440,100,32,185101
2420,43,3087,7,5,4,453,767,1220,Y,1364,0,0,1364,2,0,2,1,6,1,Attached,2,437,100,16,210250
2421,0,3196,7,5,7,0,1374,1374,Y,1557,0,0,1557,2,0,2,1,7,1,Attached,2,420,143,20,234000
2422,0,3196,8,5,7,0,1273,1273,Y,1456,0,0,1456,2,0,2,1,7,1,Attached,2,400,143,20,215000
2423,0,2938,7,5,8,1038,330,1368,Y,1511,0,0,1511,2,0,2,1,5,1,Attached,2,398,130,30,246990
2424,0,3072,7,5,6,0,1375,1375,Y,1414,0,0,1414,2,0,2,1,6,1,Attached,2,398,144,20,178740
2425,0,3072,7,5,6,1059,306,1365,Y,1548,0,0,1548,2,0,2,1,7,1,Attached,2,388,143,20,225000
2426,43,3010,7,5,5,16,1232,1248,Y,1248,0,0,1248,2,0,2,1,5,0,Attached,2,438,108,0,167240
2427,43,3010,7,5,5,16,1126,1142,Y,1142,0,0,1142,2,0,2,1,6,0,Attached,2,440,90,0,156820
2428,43,3013,7,5,5,16,1346,1362,Y,1506,0,0,1506,2,0,2,1,6,1,Attached,2,440,142,20,213490
2429,53,3982,8,5,4,1154,366,1520,Y,1567,0,0,1567,2,0,1,1,7,1,Attached,3,648,312,0,264561
2430,53,4045,7,5,4,1070,286,1356,Y,1500,0,0,1500,2,0,2,1,6,1,Attached,3,648,161,20,246578
2431,60,21930,5,5,5,0,732,732,Y,734,1104,0,1838,2,1,4,1,7,1,Attached,2,372,100,40,192140
2432,0,7861,6,5,8,457,326,783,Y,807,702,0,1509,2,1,3,1,7,1,Attached,2,393,100,75,183200
2433,74,9056,8,5,6,0,707,707,Y,707,707,0,1414,2,1,3,1,6,1,Attached,2,403,100,35,178000
2434,59,9171,7,5,6,0,848,848,Y,848,750,0,1598,2,1,3,1,7,1,Attached,2,433,100,48,201490
2435,106,11194,8,5,10,0,1406,1406,Y,1454,482,0,1936,2,1,3,1,7,1,Attached,2,504,188,124,230500
2436,63,7875,7,5,7,0,783,783,Y,807,702,0,1509,2,1,3,1,8,1,Attached,2,393,0,75,180000
2437,0,8121,6,5,10,0,953,953,Y,953,711,0,1664,2,1,3,1,7,1,Attached,2,460,100,40,172400
2438,0,8658,6,5,10,732,250,982,Y,1008,881,0,1889,2,1,3,1,9,1,Attached,2,431,0,0,215000
2439,0,11214,7,5,12,0,930,930,Y,956,930,0,1886,2,1,4,1,10,1,Attached,2,431,89,0,199900
2440,58,10852,6,5,10,786,173,959,Y,959,712,0,1671,2,1,3,1,7,1,Attached,2,472,0,38,173000
2441,0,12104,7,5,4,0,1035,1035,Y,1082,1240,0,2322,3,1,4,1,8,0,Attached,3,617,400,45,287602
2442,66,8738,7,5,11,0,975,975,Y,1005,1286,0,2291,2,1,4,1,8,1,Attached,2,429,192,0,230000
2443,82,9452,8,5,13,1074,322,1396,Y,1407,985,0,2392,2,1,3,1,7,1,Attached,3,870,0,70,348000
2444,84,9660,8,5,12,791,253,1044,Y,1079,897,0,1976,2,1,3,1,7,1,Attached,3,885,210,31,286000
2445,83,9545,8,5,10,505,655,1160,Y,1205,1029,0,2234,2,1,3,1,7,1,Attached,3,768,0,50,300000
2446,118,35760,10,5,15,1387,543,1930,Y,1831,1796,0,3627,3,1,4,1,10,1,Attached,3,807,361,76,625000
2447,0,9233,9,5,10,1182,358,1540,Y,1540,1315,0,2855,2,1,4,1,9,1,Attached,3,774,247,55,405000
2448,78,12011,8,5,12,956,130,1086,Y,1086,838,0,1924,2,1,3,1,7,1,Attached,2,592,208,449,280000
2449,93,12090,8,5,12,0,1141,1141,Y,1165,1098,0,2263,2,1,4,1,10,1,Attached,2,420,144,123,258000
2450,83,10019,8,5,15,527,815,1342,Y,1358,1368,0,2726,2,1,4,1,9,1,Attached,3,725,307,337,350000
2451,114,17242,9,5,17,1685,48,1733,Y,1933,1567,0,3500,3,1,4,1,11,1,Attached,3,959,870,296,584500
2452,0,10236,8,5,16,548,742,1290,Y,1305,1189,0,2494,2,1,4,1,9,1,Attached,3,803,200,95,321000
2453,92,10120,8,5,16,740,425,1165,Y,1203,1323,0,2526,2,1,4,1,8,1,Attached,3,844,309,78,290000
2454,0,12585,8,5,17,1286,0,1286,Y,1565,1234,0,2799,2,1,3,1,8,1,Attached,3,704,432,136,315000
2455,75,12447,8,5,5,0,1100,1100,Y,1116,848,0,1964,2,1,3,1,8,1,Attached,2,760,200,70,252000
2456,49,15218,8,5,4,1562,108,1670,Y,1670,0,0,1670,2,1,2,1,6,1,Attached,3,928,0,440,336820
2457,49,20896,8,5,5,1721,356,2077,Y,2097,0,0,2097,1,1,1,1,8,1,Attached,3,1134,192,267,423000
2458,85,10182,8,5,4,1220,440,1660,Y,1660,0,0,1660,2,0,3,1,8,1,Attached,2,500,322,50,290000
2459,73,8688,7,5,5,0,1616,1616,Y,1616,0,0,1616,2,0,3,1,7,0,Attached,3,834,208,59,232000
2460,85,10936,8,5,4,0,1504,1504,Y,1504,0,0,1504,2,0,3,1,7,0,Attached,2,510,144,0,199000
2461,72,8640,8,5,4,24,1254,1278,Y,1278,0,0,1278,2,0,2,1,5,0,Attached,2,584,0,60,198600
2462,100,13162,9,5,4,1836,200,2036,Y,2036,604,0,2640,3,1,3,1,11,1,Attached,3,792,0,265,405749
2463,81,11216,8,5,4,0,1489,1489,Y,1489,0,0,1489,2,0,3,1,7,1,Attached,2,776,0,140,232600
2464,84,10728,8,5,4,0,1095,1095,Y,1095,844,0,1939,2,1,3,1,8,1,Attached,3,1053,192,51,266000
2465,65,8125,7,5,5,0,756,756,Y,756,797,0,1553,2,1,3,1,6,0,Attached,2,615,0,45,186500
2466,65,8125,6,5,5,0,858,858,Y,858,858,0,1716,2,1,3,1,7,0,Attached,2,615,0,53,200825
2467,65,8125,7,5,4,0,770,770,Y,778,798,0,1576,2,1,3,1,6,0,Attached,2,614,0,50,197000
2468,60,7200,6,5,4,905,357,1262,Y,1262,0,0,1262,2,0,2,1,5,0,Attached,2,572,0,120,185000
2469,62,7500,7,5,5,0,1257,1257,Y,1266,0,0,1266,2,0,3,1,6,1,Attached,2,453,38,144,176000
2470,60,7200,7,5,4,0,1293,1293,Y,1301,0,0,1301,2,0,2,1,5,1,Attached,2,572,216,121,187750
2471,74,7733,6,5,5,24,1118,1142,Y,1142,0,0,1142,1,1,3,1,5,0,None,0,0,4,50,139500
2472,91,11024,7,5,5,0,1400,1400,Y,1400,0,0,1400,2,0,3,1,6,0,Attached,2,612,144,55,186800
2473,63,13072,6,5,5,0,1131,1131,Y,1131,0,0,1131,1,1,3,1,6,0,None,0,0,0,39,132000
2474,63,13072,6,5,5,0,1141,1141,Y,1141,0,0,1141,1,1,3,1,6,0,Detached,2,484,0,0,142500
2475,63,13072,6,5,6,941,217,1158,Y,1158,0,0,1158,1,1,3,1,5,0,Detached,2,576,0,50,158000
2476,65,7800,7,5,5,0,891,891,Y,891,795,0,1686,2,1,3,1,8,0,Attached,2,462,144,101,184000
2477,74,7632,7,5,5,0,784,784,Y,831,754,0,1585,2,1,3,1,7,0,Attached,2,449,100,77,184900
2478,70,8304,6,5,13,0,941,941,Y,941,896,0,1837,2,1,3,1,7,0,Attached,2,688,150,165,187000
2479,65,7153,6,5,18,387,374,761,Y,810,793,0,1603,2,1,3,1,7,0,Attached,2,484,0,124,175900
2480,70,9370,6,5,18,758,78,836,Y,844,887,0,1731,2,1,3,1,7,0,Attached,2,462,307,309,248500
2481,50,7175,6,5,20,904,494,1398,Y,1398,0,0,1398,2,0,2,1,5,0,Attached,2,542,0,46,172000
2482,50,7175,6,5,19,278,939,1217,Y,1217,0,0,1217,2,0,2,1,5,0,Attached,2,484,0,64,151000
2483,0,9019,6,5,16,274,362,636,Y,636,684,0,1320,2,1,3,1,6,0,Attached,2,472,0,40,150000
2484,0,8900,4,4,44,1056,0,1056,Y,1056,0,0,1056,1,0,2,1,5,0,Detached,1,384,0,42,107000
2485,60,7800,5,5,45,641,187,828,Y,965,0,0,965,1,0,3,1,6,0,Detached,1,300,421,0,119900
2486,70,9100,5,4,48,36,952,988,Y,988,0,0,988,1,0,3,1,6,0,Detached,2,624,0,0,129500
2487,70,9100,5,5,47,1332,396,1728,Y,1728,0,0,1728,2,0,6,2,10,0,Detached,2,504,0,0,125000
2488,68,8927,6,6,33,0,0,0,Y,1286,368,0,1654,2,0,4,2,10,0,Attached,2,528,0,0,119500
2489,0,9240,5,6,48,612,252,864,Y,1211,0,0,1211,1,0,2,1,6,1,Detached,2,576,161,0,144000
2490,88,8471,6,7,33,506,0,506,Y,1212,0,0,1212,1,0,3,1,6,1,Attached,2,492,292,12,151000
2491,0,9308,5,5,45,554,430,984,Y,984,0,0,984,1,0,3,1,5,0,Attached,1,310,0,0,126000
2492,65,8450,5,6,42,432,450,882,Y,909,0,0,909,1,0,3,1,5,0,Attached,1,294,0,155,116000
2493,0,8638,5,6,47,181,744,925,Y,925,0,0,925,1,0,2,1,5,0,Detached,2,484,203,74,133500
2494,0,13052,5,6,45,712,312,1024,Y,1024,0,0,1024,1,1,3,1,5,0,Attached,1,308,0,0,120875
2495,0,13526,5,6,45,935,0,935,Y,935,0,0,935,1,0,3,1,5,0,Attached,1,288,180,0,137000
2496,0,8020,5,6,46,644,268,912,N,912,0,0,912,1,0,3,1,6,0,None,0,0,0,0,124000
2497,65,6993,5,7,49,465,447,912,Y,1236,0,0,1236,1,0,3,1,6,1,Attached,1,288,0,0,135000
2498,0,8789,5,6,43,659,253,912,Y,941,0,0,941,1,0,3,1,6,1,Attached,1,288,64,0,129200
2499,100,14330,7,4,36,1520,228,1748,Y,2151,495,0,2646,2,0,3,1,9,4,Attached,2,550,641,100,260000
2500,121,16059,8,5,19,0,1288,1288,Y,1301,1116,0,2417,2,1,4,1,9,1,Attached,2,462,127,82,260000
2501,105,11025,8,5,18,1118,216,1334,Y,1520,1306,0,2826,2,1,3,1,9,3,Attached,3,888,177,394,334000
2502,0,14541,8,7,17,1012,326,1338,Y,1352,1168,0,2520,2,1,5,1,10,1,Attached,3,796,209,55,310000
2503,0,13346,7,5,18,728,367,1095,Y,1166,1129,0,2295,2,1,4,1,9,1,Attached,2,590,0,40,268000
2504,89,12461,8,5,16,1456,168,1624,Y,1624,0,0,1624,2,0,2,1,5,1,Attached,3,757,0,306,262000
2505,34,3628,7,5,6,0,1143,1143,Y,1143,0,0,1143,1,1,1,1,5,1,Attached,2,588,0,191,176400
2506,37,3316,8,5,5,1039,208,1247,Y,1247,0,0,1247,1,1,1,1,4,1,Attached,2,550,0,84,197000
2507,30,3180,7,5,5,0,600,600,Y,520,600,80,1200,2,1,2,1,4,0,Detached,2,480,0,166,151000
2508,24,2544,7,5,5,0,600,600,Y,520,623,80,1223,2,1,2,1,4,0,Detached,2,480,0,166,147400
2509,24,2544,7,5,5,0,600,600,Y,520,623,80,1223,2,1,2,1,4,0,Detached,2,480,0,166,149900
2510,30,3180,7,5,5,0,600,600,Y,520,600,80,1200,2,1,2,1,4,0,Detached,2,480,0,166,144152
2511,0,2998,6,5,10,353,403,756,Y,768,756,0,1524,2,1,2,1,4,0,Detached,2,440,0,32,166000
2512,35,3735,7,5,11,450,241,691,Y,713,739,0,1452,2,1,3,1,6,0,Detached,2,506,0,34,183900
2513,0,2651,7,5,10,641,32,673,Y,673,709,0,1382,2,1,3,1,6,0,Detached,2,490,153,50,165000
2514,0,4447,7,5,7,0,530,530,Y,530,550,0,1080,2,1,2,1,4,0,Attached,2,496,0,50,139000
2515,114,8314,7,5,13,0,569,569,Y,854,840,0,1694,2,1,3,1,6,1,Attached,1,434,0,492,200000
2516,60,7180,8,5,9,0,1568,1568,Y,1568,0,0,1568,2,0,3,1,6,1,Attached,2,564,0,266,221000
2517,30,9549,8,5,15,1494,0,1494,Y,1494,0,0,1494,1,1,2,1,6,1,Attached,2,481,0,246,270000
2518,0,11250,6,6,33,767,441,1208,Y,1208,0,0,1208,1,1,3,1,6,1,Attached,2,546,198,42,165000
